Cluster 2
armstbj01
barroda01
douglsh01
edwarbl01
marcisa01
mccloge01
petrodr01
richapo01
shawbr01
starkjo01
abdulma02
brownde01
burtowi01
colesbi01
eliema01
maystr01
millste01
scottde01
foxri01
iuzzomi01
murdoer01
packro01
phillbo01
chrisdo01
dayto01
horryro01
peelean01
sealyma01
stithbr01
williwa02
cheanca01
hunteli01
kukocto01
millsch01
rogerro01
russebr01
wesleda01
armstda01
childch01
marshdo01
mckieaa01
murrala01
persowe01
reevekh01
wardch01
barrybr01
danilsa01
lenarvo01
snower01
surabo01
bowenbr01
fishede01
malonma01
anderde01
jacksbo01
knighbr01
mcinnje01
mercero01
parkean01
thomati01
willial02
davisri01
harrial01
nesbyty01
wellsbo01
willija02
alstora01
atkinch01
poseyja01
szczewa02
terryja01
bellra01
crawfja01
millemi01
petermo01
richaqu01
turkohe01
battish01
claxtsp01
jamesmi01
jefferi01
radmavl01
simmobo01
tinslja01
dunlemi02
ginobma01
giricgo01
jaricma01
princta01
salmojo01
barnema02
diawbo01
hinriki01
korveky01
parkesm01
ridnolu01
willima01
arizatr01
bellch01
delfica01
duhonch01
fordtj01
gordobe01
harride01
iguodan01
nelsoja01
nocioan01
smithjr01
westde01
wrighdo01
caldejo01
feltora01
fryech01
gomesry01
jackja01
milescj01
robinna01
villach01
webstma02
willilo02
willima02
azubuke01
bargnan01
foyera01
garbajo01
redicjj01
rondora01
afflaar01
breweco01
brookaa01
chandwi01
greenje02
sessira01
stuckro01
youngni01
anderry01
augusdj01
batumni01
beaslmi01
chalmma01
dragigo01
hillge01
ilyaser01
leeco01
mayooj01
