,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
658,Malik Allen\allenma01,24,MIA,NBA,2002-03,80,73,29,4.2,9.9,4.2,9.8,0,0.1,1.2,1.5,1.7,3.6,5.3,0.7,0.5,1,1.6,2.9,9.6,0.424,0.426,0,0.424,0.802,0.455
659,Chris Andersen\anderch01,24,DEN,NBA,2002-03,59,3,15.4,1.9,4.8,1.9,4.8,0,0,1.3,2.4,1.8,2.8,4.6,0.5,0.5,1,1,1.5,5.2,0.4,0.401,0,0.4,0.55,0.44
660,Gilbert Arenas\arenagi01,21,GSW,NBA,2002-03,82,82,35,6.2,14.4,4.9,10.6,1.3,3.8,4.5,5.7,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3,0.431,0.461,0.348,0.478,0.791,0.54
661,Brandon Armstrong\armstbr01,22,NJN,NBA,2002-03,17,0,4.1,0.5,1.6,0.5,1.2,0.1,0.4,0.3,0.4,0,0.2,0.2,0.1,0.2,0.1,0.3,0.5,1.4,0.333,0.381,0.167,0.352,0.833,0.405
662,Carlos Arroyo\arroyca01,23,UTA,NBA,2002-03,44,0,6.5,1.1,2.5,1.1,2.3,0.1,0.2,0.4,0.5,0.3,0.3,0.6,1.2,0.3,0,0.7,0.6,2.8,0.459,0.461,0.429,0.472,0.818,0.51
663,Mengke Bateer\bateeme01,27,SAS,NBA,2002-03,12,0,3.8,0.3,1.4,0.3,1.2,0.1,0.3,0,0.2,0.2,0.7,0.8,0.3,0,0,0.5,1.2,0.8,0.235,0.214,0.333,0.265,0,0.252
664,Shane Battier\battish01,24,MEM,NBA,2002-03,78,47,30.6,3.5,7.3,2.4,4.5,1.1,2.8,1.5,1.9,1.6,2.8,4.4,1.3,1.3,1.1,0.9,2.7,9.7,0.483,0.535,0.398,0.559,0.828,0.597
665,Ruben Boumtje-Boumtje\boumtru01,24,POR,NBA,2002-03,2,0,2.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,,0,,0
666,Michael Bradley\bradlmi01,23,TOR,NBA,2002-03,67,11,19.6,2.3,4.7,2.2,4.6,0,0.1,0.5,1,2.4,3.7,6.1,1,0.2,0.5,1.1,1.9,5,0.481,0.487,0.167,0.482,0.522,0.492
667,Jamison Brewer\breweja01,22,IND,NBA,2002-03,10,0,8,0.9,1.7,0.9,1.5,0,0.2,0.4,0.9,0.5,0.4,0.9,1.8,0.2,0.1,0.6,1.1,2.2,0.529,0.6,0,0.529,0.444,0.525
668,Primož Brezec\brezepr01,23,IND,NBA,2002-03,22,1,5,0.7,1.7,0.7,1.7,0,0,0.5,0.9,0.6,0.5,1,0.2,0.1,0.2,0.3,0.7,1.9,0.395,0.405,0,0.395,0.6,0.449
669,Damone Brown\brownda02,23,TOR,NBA,2002-03,5,3,23,2.2,7,2.2,6.6,0,0.4,1.2,1.6,0.6,2.4,3,0.6,0.2,0,1.2,2.8,5.6,0.314,0.333,0,0.314,0.75,0.363
670,Kedrick Brown\brownke01,21,BOS,NBA,2002-03,51,5,13.1,1.2,3.4,1.1,2.6,0.1,0.8,0.4,0.6,0.9,1.9,2.7,0.4,0.7,0.3,0.5,1.3,2.8,0.357,0.439,0.077,0.365,0.625,0.392
671,Kwame Brown\brownkw01,20,WAS,NBA,2002-03,80,20,22.2,2.8,6.3,2.8,6.2,0,0,1.8,2.7,1.6,3.7,5.3,0.7,0.6,1,1.4,2,7.4,0.446,0.449,0,0.446,0.668,0.496
672,Tierre Brown\brownti01,23,CLE,NBA,2002-03,15,0,11.2,1.8,3.9,1.8,3.9,0,0.1,0.7,0.9,0.5,1.5,2,2.6,0.9,0,1.5,0.6,4.3,0.458,0.466,0,0.458,0.786,0.499
673,Tyson Chandler\chandty01,20,CHI,NBA,2002-03,75,68,24.4,3.4,6.5,3.4,6.5,0,0,2.4,3.9,2.3,4.6,6.9,1,0.5,1.4,1.8,2.9,9.2,0.531,0.531,,0.531,0.608,0.565
674,Speedy Claxton\claxtsp01,24,SAS,NBA,2002-03,30,0,15.7,2.2,4.8,2.2,4.5,0,0.4,1.3,1.9,0.7,1.1,1.9,2.5,0.7,0.2,1.2,1.4,5.8,0.462,0.5,0,0.462,0.684,0.509
675,Jarron Collins\collija03,24,UTA,NBA,2002-03,22,7,19.1,1.7,3.9,1.7,3.9,0,0,2,2.8,1.5,1.3,2.7,0.6,0.2,0.3,0.9,3.2,5.5,0.442,0.447,0,0.442,0.71,0.53
676,Jason Collins\collija04,24,NJN,NBA,2002-03,81,66,23.5,1.7,4.2,1.7,4.1,0,0,2.2,2.9,1.7,2.9,4.5,1.1,0.6,0.5,1,3.1,5.7,0.414,0.419,0,0.414,0.763,0.521
677,Eddy Curry\curryed01,20,CHI,NBA,2002-03,81,48,19.4,4.1,7.1,4.1,7.1,0,0,2.2,3.5,1.4,2.9,4.4,0.5,0.2,0.8,1.7,2.8,10.5,0.585,0.585,,0.585,0.624,0.607
678,DeSagana Diop\diopde01,21,CLE,NBA,2002-03,80,1,11.8,0.7,1.9,0.7,1.9,0,0,0.1,0.4,0.8,1.9,2.7,0.5,0.4,1,0.7,1.9,1.5,0.351,0.351,,0.351,0.367,0.356
679,Predrag Drobnjak\drobnpr01,27,SEA,NBA,2002-03,82,69,24.2,4,9.6,3.6,8.6,0.4,1,1.1,1.4,1.4,2.5,3.9,1,0.6,0.5,0.8,2.2,9.4,0.412,0.419,0.353,0.431,0.791,0.459
680,Alton Ford\fordal02,21,PHO,NBA,2002-03,11,0,2.8,0.3,0.8,0.3,0.8,0,0,0.1,0.3,0,0.5,0.5,0.1,0,0,0.2,0.6,0.6,0.333,0.333,,0.333,0.333,0.339
681,Joseph Forte\fortejo01,21,SEA,NBA,2002-03,17,0,5.1,0.6,2.1,0.6,1.9,0,0.2,0.2,0.4,0.2,0.4,0.6,0.6,0.2,0,0.6,0.4,1.4,0.286,0.313,0,0.286,0.667,0.319
682,Tremaine Fowlkes\fowlktr01,26,LAC,NBA,2002-03,37,10,15.5,1.5,3.5,1.5,3.2,0.1,0.2,1.4,1.6,1.1,1.7,2.8,0.6,0.7,0.1,0.5,1.7,4.4,0.438,0.454,0.222,0.445,0.847,0.533
683,Pau Gasol\gasolpa01,22,MEM,NBA,2002-03,82,82,36,6.9,13.6,6.9,13.5,0,0.1,5.1,6.9,2.3,6.4,8.8,2.8,0.4,1.8,2.6,2.7,19,0.51,0.514,0.1,0.51,0.736,0.57
684,Eddie Griffin\griffed01,20,HOU,NBA,2002-03,77,66,24.5,3.5,8.8,2.7,6.3,0.8,2.5,0.8,1.2,1.8,4.2,6,1.1,0.7,1.4,1,1.8,8.6,0.4,0.426,0.333,0.447,0.617,0.462
685,Trenton Hassell\hassetr01,23,CHI,NBA,2002-03,82,53,24.4,1.8,4.8,1.6,4.3,0.2,0.5,0.5,0.7,0.5,2.7,3.1,1.8,0.5,0.7,1,2.4,4.2,0.367,0.372,0.325,0.384,0.745,0.411
686,Kirk Haston\hastoki01,23,NOH,NBA,2002-03,12,0,4.8,0.2,1.4,0.2,1.2,0,0.3,0.2,0.3,0,0.6,0.6,0.3,0,0.4,0.6,0.8,0.5,0.118,0.143,0,0.118,0.5,0.16
687,Brendan Haywood\haywobr01,23,WAS,NBA,2002-03,81,69,23.8,2.1,4.2,2.1,4.2,0,0,1.9,3,2.4,2.6,5,0.4,0.4,1.5,0.8,2.8,6.2,0.51,0.51,,0.51,0.633,0.561
688,Steven Hunter\huntest01,21,ORL,NBA,2002-03,33,5,13.5,1.7,3.1,1.7,3.1,0,0,0.5,1.3,1.2,1.7,2.8,0.2,0.3,1.1,0.5,1.7,3.9,0.544,0.544,,0.544,0.409,0.531
689,Mike James\jamesmi01,27,MIA,NBA,2002-03,78,8,22.1,2.8,7.5,1.9,4.6,0.9,2.9,1.3,1.8,0.3,1.6,1.9,3.2,0.8,0.1,1.4,2.3,7.8,0.373,0.423,0.294,0.43,0.732,0.469
690,Richard Jefferson\jefferi01,22,NJN,NBA,2002-03,80,80,36,5.7,11.4,5.6,11.1,0.1,0.3,4.1,5.5,1.9,4.6,6.4,2.5,1,0.6,2,2.7,15.5,0.501,0.507,0.25,0.504,0.743,0.563
691,Joe Johnson\johnsjo02,21,PHO,NBA,2002-03,82,34,27.5,3.9,9.7,2.9,7.2,0.9,2.5,1.2,1.5,0.7,2.5,3.2,2.6,0.8,0.2,1.3,1.7,9.8,0.397,0.408,0.366,0.444,0.774,0.472
692,Andrei Kirilenko\kirilan01,21,UTA,NBA,2002-03,80,11,27.7,3.9,8,3.5,6.6,0.5,1.4,3.7,4.6,1.8,3.4,5.3,1.7,1.5,2.2,1.7,2.3,12,0.491,0.527,0.325,0.519,0.8,0.598
693,Terence Morris\morrite01,24,HOU,NBA,2002-03,49,0,12.9,1.7,3.6,1.5,2.9,0.1,0.7,0.2,0.3,0.8,1.8,2.6,0.5,0.2,0.3,0.6,0.7,3.7,0.466,0.521,0.219,0.486,0.786,0.5
694,Troy Murphy\murphtr01,22,GSW,NBA,2002-03,79,79,31.8,4.3,9.5,4.2,9.3,0,0.2,3.1,3.7,2.9,7.3,10.2,1.3,0.8,0.4,1.4,3.1,11.7,0.451,0.456,0.214,0.453,0.841,0.526
695,Dean Oliver\olivede01,24,GSW,NBA,2002-03,15,0,6.2,0.5,1.9,0.4,1.5,0.1,0.4,0.5,0.5,0.5,0.5,1.1,1.5,0.5,0,0.7,0.6,1.5,0.241,0.261,0.167,0.259,0.875,0.338
696,Tony Parker\parketo01,20,SAS,NBA,2002-03,82,82,33.8,5.9,12.7,4.9,9.8,1,3,2.7,3.5,0.4,2.2,2.6,5.3,0.9,0,2.4,2.1,15.5,0.464,0.503,0.337,0.503,0.755,0.542
697,Vladimir Radmanović\radmavl01,22,SEA,NBA,2002-03,72,16,26.5,3.8,9.3,2.4,5.2,1.4,4.1,1,1.4,1.1,3.4,4.5,1.3,0.9,0.3,1.4,1.9,10.1,0.41,0.453,0.355,0.488,0.706,0.508
698,Zach Randolph\randoza01,21,POR,NBA,2002-03,77,11,16.9,3.4,6.7,3.4,6.6,0,0.1,1.6,2.1,1.8,2.6,4.5,0.5,0.5,0.2,0.8,1.8,8.4,0.513,0.518,0,0.513,0.758,0.555
699,Željko Rebrača\rebraze01,30,DET,NBA,2002-03,30,12,16.3,2.7,4.8,2.7,4.8,0,0,1.3,1.6,0.9,2.2,3.1,0.3,0.2,0.6,1,2.6,6.6,0.552,0.552,,0.552,0.792,0.596
700,Jason Richardson\richaja01,22,GSW,NBA,2002-03,82,82,32.9,5.8,14.2,4.3,10.1,1.5,4.1,2.5,3.3,1.4,3.3,4.6,3,1.1,0.3,2.2,2.5,15.6,0.41,0.427,0.368,0.463,0.764,0.501
701,Soumaila Samake\samakso01,24,LAL,NBA,2002-03,13,1,5.9,0.8,1.8,0.8,1.8,0,0,0.2,0.2,0.8,1,1.8,0.3,0,0.4,0.2,1,1.7,0.417,0.417,,0.417,1,0.442
702,Pepe Sánchez\sanchpe01,25,DET,NBA,2002-03,9,0,4.1,0,0.6,0,0.6,0,0,0,0,0.4,0.2,0.7,0.9,0.6,0,0.2,0.3,0,0,0,,0,,0
703,Jeryl Sasser\sasseje01,23,ORL,NBA,2002-03,75,4,13.7,0.9,2.8,0.7,2.2,0.2,0.6,0.7,1,0.9,1.6,2.5,0.9,0.6,0.2,0.5,1.2,2.6,0.309,0.313,0.295,0.341,0.679,0.402
704,Kenny Satterfield\satteke01,21,TOT,NBA,2002-03,39,6,12.9,1.4,4.7,1.3,4,0.1,0.7,0.4,0.6,0.4,0.7,1.1,1.7,0.5,0.1,1.1,0.9,3.4,0.301,0.323,0.179,0.314,0.68,0.34
705,Brian Scalabrine\scalabr01,24,NJN,NBA,2002-03,59,7,12.3,1.2,2.9,0.9,2.2,0.2,0.7,0.5,0.6,0.7,1.7,2.4,0.8,0.3,0.3,0.8,1.3,3.1,0.402,0.415,0.359,0.444,0.833,0.487
706,Ansu Sesay\sesayan01,26,SEA,NBA,2002-03,45,4,10,0.9,2.4,0.9,2.4,0,0,0.3,0.5,0.8,0.9,1.6,0.5,0.3,0.1,0.6,1.4,2.1,0.383,0.383,,0.383,0.571,0.404
707,Bobby Simmons\simmobo01,22,WAS,NBA,2002-03,36,2,10.5,1.2,3.1,1.2,3,0,0.1,0.9,1,0.9,1.2,2.1,0.6,0.3,0.1,0.2,1.4,3.3,0.393,0.411,0,0.393,0.914,0.471
708,Etan Thomas\thomaet01,24,WAS,NBA,2002-03,38,0,13.5,1.6,3.3,1.6,3.3,0,0,1.6,2.5,1.8,2.5,4.3,0.1,0.2,0.6,0.9,1.7,4.8,0.492,0.492,,0.492,0.638,0.55
709,Jamaal Tinsley\tinslja01,24,IND,NBA,2002-03,73,69,30.6,3,7.6,2.4,5.3,0.6,2.3,1.1,1.5,0.8,2.8,3.6,7.5,1.7,0.2,2.6,2.8,7.8,0.396,0.446,0.277,0.437,0.714,0.468
710,Óscar Torres\torreos01,26,GSW,NBA,2002-03,17,0,6.4,0.9,2.1,0.5,1.4,0.4,0.8,0.8,1.2,0.2,0.5,0.7,0.2,0.2,0.1,0.5,0.5,3.1,0.444,0.391,0.538,0.542,0.7,0.592
711,Jeff Trepagnier\trepaje01,23,DEN,NBA,2002-03,8,0,12.1,2.1,5,1.6,4,0.5,1,0.9,0.9,1,1,2,0.8,1,0,1,0.6,5.6,0.425,0.406,0.5,0.475,1,0.522
712,Gerald Wallace\wallage01,20,SAC,NBA,2002-03,47,7,12.1,1.9,3.9,1.9,3.8,0,0.1,0.8,1.6,0.8,1.9,2.7,0.5,0.5,0.3,0.9,1.4,4.7,0.492,0.497,0.25,0.495,0.527,0.51
713,Earl Watson\watsoea01,23,MEM,NBA,2002-03,79,2,17.3,2.2,4.9,1.8,3.8,0.4,1.2,0.8,1.1,0.6,1.5,2.1,2.8,1.1,0.2,1.1,1.7,5.5,0.435,0.463,0.341,0.474,0.721,0.505
714,Rodney White\whitero02,22,DEN,NBA,2002-03,72,19,21.7,3.6,8.9,3.2,7,0.4,1.9,1.4,1.7,0.6,2.4,3,1.7,0.6,0.4,2.2,1.9,9,0.408,0.452,0.239,0.433,0.784,0.469
715,Rubén Wolkowyski\wolkoru01,29,BOS,NBA,2002-03,7,0,3.4,0.3,0.6,0.3,0.4,0,0.1,0.1,0.6,0,0.1,0.1,0.1,0,0,0.1,0.4,0.7,0.5,0.667,0,0.5,0.25,0.434
716,Loren Woods\woodslo01,24,MIN,NBA,2002-03,38,11,9.3,0.8,2,0.7,1.9,0,0.1,0.6,0.7,0.7,1.8,2.5,0.5,0.3,0.3,0.6,1,2.1,0.382,0.384,0.333,0.388,0.778,0.455
717,Robert Archibald\archiro01,23,TOT,NBA,2003-04,32,3,8,0.3,1,0.3,1,0,0,0.4,1,0.7,1,1.6,0.4,0.4,0.1,0.3,1.6,1,0.273,0.273,,0.273,0.452,0.343
718,Lonny Baxter\baxtelo01,25,TOT,NBA,2003-04,62,5,12.4,1.7,3.4,1.6,3.3,0,0,0.7,1.2,1,2,3,0.3,0.3,0.5,0.6,2,4,0.493,0.495,0.333,0.495,0.579,0.518
719,Carlos Boozer\boozeca01,22,CLE,NBA,2003-04,75,75,34.6,6.3,12,6.3,11.9,0,0.1,2.9,3.8,3.1,8.4,11.4,2,1,0.7,1.8,2.7,15.5,0.523,0.526,0.167,0.524,0.768,0.567
720,J.R. Bremer\bremejr01,23,TOT,NBA,2003-04,36,2,12.3,1.2,4.4,0.7,2.3,0.5,2.1,0.4,0.6,0.3,0.8,1,1.4,0.5,0.1,0.7,0.9,3.3,0.272,0.286,0.257,0.332,0.65,0.354
721,Devin Brown\brownde02,25,SAS,NBA,2003-04,58,0,10.8,1.5,3.4,1.4,3.1,0.1,0.2,1,1.3,0.7,1.6,2.2,0.6,0.3,0.1,0.7,1.1,4,0.434,0.445,0.286,0.444,0.811,0.512
722,Caron Butler\butleca01,23,MIA,NBA,2003-04,68,56,29.9,3.5,9.3,3.4,8.7,0.1,0.6,2,2.6,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2,0.38,0.39,0.238,0.388,0.756,0.44
723,Rasual Butler\butlera01,24,MIA,NBA,2003-04,45,0,15,2.6,5.6,1.5,3.2,1.1,2.4,0.4,0.5,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8,0.476,0.486,0.463,0.576,0.762,0.586
724,Samuel Dalembert\dalemsa01,22,PHI,NBA,2003-04,82,53,26.8,3.3,6.1,3.3,6.1,0,0,1.4,2.1,2.4,5.3,7.6,0.3,0.5,2.3,1,3.3,8,0.541,0.542,0,0.541,0.644,0.566
725,Dan Dickau\dickada01,25,TOT,NBA,2003-04,43,0,6.8,0.9,2.3,0.6,1.6,0.2,0.7,0.3,0.3,0.2,0.4,0.6,0.9,0.4,0,0.6,1,2.2,0.378,0.397,0.333,0.429,0.786,0.456
726,Juan Dixon\dixonju01,25,WAS,NBA,2003-04,71,16,20.8,3.5,9,2.6,6.2,0.8,2.8,1.6,2,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,9.4,0.388,0.428,0.298,0.434,0.799,0.476
727,Mike Dunleavy\dunlemi02,23,GSW,NBA,2003-04,75,69,31.1,4.3,9.6,3.1,6.2,1.3,3.4,1.8,2.5,1.2,4.7,5.9,2.9,0.9,0.2,1.9,2.3,11.7,0.449,0.491,0.37,0.514,0.741,0.547
728,Melvin Ely\elyme01,25,LAC,NBA,2003-04,42,2,12.1,1.6,3.6,1.6,3.6,0,0,0.6,1,1.1,1.3,2.4,0.5,0.2,0.4,0.5,1.6,3.7,0.431,0.434,0,0.431,0.595,0.458
729,Reggie Evans\evansre01,23,SEA,NBA,2003-04,75,27,17.1,0.9,2.2,0.9,2.2,0,0,1.1,2,2.1,3.4,5.4,0.4,0.7,0.1,0.9,2.3,2.9,0.406,0.414,0,0.406,0.561,0.471
730,Dan Gadzuric\gadzuda01,25,MIL,NBA,2003-04,75,0,16.8,2.4,4.7,2.4,4.6,0,0,0.8,1.6,1.7,2.9,4.6,0.4,0.7,1.4,0.6,2.5,5.7,0.524,0.526,0,0.524,0.492,0.529
731,Manu Ginóbili\ginobma01,26,SAS,NBA,2003-04,77,38,29.4,4.3,10.2,3.1,7.1,1.1,3.2,3.1,3.9,1.1,3.4,4.5,3.8,1.8,0.2,2.1,2.4,12.8,0.418,0.445,0.359,0.474,0.802,0.536
732,Gordan Giriček\giricgo01,26,TOT,NBA,2003-04,73,43,28,4.3,9.9,3.5,7.8,0.8,2.1,1.8,2.2,0.7,2.4,3.1,1.7,0.8,0.2,1.4,2,11.3,0.436,0.448,0.395,0.478,0.854,0.521
733,Drew Gooden\goodedr01,22,ORL,NBA,2003-04,79,17,27,4.7,10.5,4.6,10,0.1,0.5,2.1,3.3,2,4.5,6.5,1.1,0.8,0.9,1.6,2.5,11.6,0.445,0.457,0.214,0.451,0.637,0.484
734,Paul Grant\grantpa01,30,UTA,NBA,2003-04,10,0,9.8,1.1,2.3,1.1,2.3,0,0,0.3,0.8,0.7,1,1.7,0.3,0.1,0.1,0.7,1.7,2.5,0.478,0.478,,0.478,0.375,0.471
735,Marcus Haislip\haislma01,23,MIL,NBA,2003-04,31,0,8.5,1.2,2.4,1.1,2.3,0,0.1,0.6,0.9,0.7,1,1.7,0.1,0.2,0.4,0.3,0.8,3,0.486,0.486,0.5,0.493,0.714,0.539
736,Shane Heal\healsh01,33,SAS,NBA,2003-04,6,0,12,1.2,4,0.5,1,0.7,3,0.7,0.8,0.2,0.5,0.7,0.8,0.2,0,0.8,0.3,3.7,0.292,0.5,0.222,0.375,0.8,0.42
737,Nenê Hilário\hilarne01,21,DEN,NBA,2003-04,77,77,32.5,4.3,8.2,4.3,8.2,0,0,3.1,4.6,2,4.5,6.5,2.2,1.5,0.5,2.4,3.6,11.8,0.53,0.532,0,0.53,0.682,0.578
738,Ryan Humphrey\humphry01,24,MEM,NBA,2003-04,2,0,5.5,0.5,2,0.5,1.5,0,0.5,0,0,1,0.5,1.5,0.5,0.5,0,1,1.5,1,0.25,0.333,0,0.25,,0.25
739,Casey Jacobsen\jacobca01,22,PHO,NBA,2003-04,78,13,23.4,1.9,4.6,1,2.3,1,2.3,1.2,1.4,0.5,2,2.6,1.3,0.6,0.1,0.9,1.8,6,0.417,0.417,0.417,0.521,0.82,0.57
740,Marko Jarić\jaricma01,25,LAC,NBA,2003-04,58,50,30.3,3.2,8.2,2.3,5.6,0.9,2.6,1.3,1.7,0.8,2.3,3,4.8,1.6,0.3,2,2.3,8.5,0.388,0.41,0.34,0.441,0.733,0.475
741,Chris Jefferies\jeffech01,23,TOT,NBA,2003-04,21,2,9.3,1.3,3.4,0.5,1.4,0.8,2,0.6,1,0.2,1.1,1.4,0.3,0.2,0.3,0.9,1.7,4,0.375,0.333,0.405,0.493,0.65,0.52
742,Jared Jeffries\jeffrja01,22,WAS,NBA,2003-04,82,38,23.3,2.2,5.7,2.1,5.4,0.1,0.4,1.3,2.1,2.2,3,5.2,1.1,0.6,0.3,1.3,2.6,5.7,0.377,0.392,0.167,0.383,0.614,0.426
743,Fred Jones\jonesfr01,24,IND,NBA,2003-04,81,2,18.6,1.5,3.8,1.2,2.7,0.3,1.1,1.5,1.8,0.3,1.2,1.6,2.1,0.8,0.2,0.9,1.6,4.9,0.395,0.432,0.303,0.439,0.832,0.527
744,Sean Lampley\lamplse01,24,GSW,NBA,2003-04,10,0,6.3,1.3,2,1.3,2,0,0,0.8,1.2,0.2,0.9,1.1,0.2,0,0.1,0.3,0.2,3.4,0.65,0.65,,0.65,0.667,0.672
745,Roger Mason\masonro01,23,TOT,NBA,2003-04,26,3,12.6,1.2,3.8,0.7,2.3,0.5,1.5,0.7,0.8,0,1.2,1.2,1,0.4,0.2,0.8,1.4,3.7,0.327,0.322,0.333,0.393,0.864,0.446
746,Yao Ming\mingya01,23,HOU,NBA,2003-04,82,82,32.8,6.5,12.5,6.5,12.5,0,0,4.4,5.4,2.4,6.6,9,1.5,0.3,1.9,2.5,3.3,17.5,0.522,0.523,0,0.522,0.809,0.586
747,Ronald Murray\murraro01,24,SEA,NBA,2003-04,82,18,24.6,4.7,11.2,3.9,8.4,0.8,2.8,2,2.9,0.5,1.9,2.5,2.5,1,0.3,1.8,1.9,12.4,0.425,0.469,0.293,0.462,0.715,0.497
748,Boštjan Nachbar\nachbbo01,23,HOU,NBA,2003-04,45,3,11.5,1,2.9,0.5,1.5,0.5,1.4,0.5,0.6,0.2,1.4,1.6,0.7,0.3,0.3,0.5,1.6,3.1,0.356,0.348,0.365,0.443,0.724,0.477
749,Mehmet Okur\okurme01,24,DET,NBA,2003-04,71,33,22.3,3.5,7.6,3.3,7,0.3,0.7,2.3,2.9,2.3,3.7,5.9,1,0.5,0.9,1.4,1.9,9.6,0.463,0.472,0.375,0.48,0.775,0.538
750,Jannero Pargo\pargoja01,24,TOT,NBA,2003-04,31,1,15.5,2.6,6.4,1.9,4.4,0.7,2,0.7,0.9,0.3,0.9,1.2,2.3,0.4,0.2,1.5,1.6,6.7,0.407,0.431,0.355,0.462,0.852,0.491
751,Tayshaun Prince\princta01,23,DET,NBA,2003-04,82,80,32.9,4.1,8.8,3.4,6.9,0.7,1.9,1.3,1.7,1.1,3.6,4.8,2.3,0.8,0.8,1.5,1.8,10.3,0.467,0.496,0.363,0.507,0.766,0.536
752,Kareem Rush\rushka01,23,LAL,NBA,2003-04,72,15,17.3,2.6,6,2,4.1,0.7,1.9,0.4,0.7,0.3,1.1,1.3,0.8,0.5,0.3,0.7,1.5,6.4,0.44,0.483,0.348,0.495,0.596,0.505
753,John Salmons\salmojo01,24,PHI,NBA,2003-04,77,24,20.8,2.1,5.4,1.4,3.5,0.6,1.9,0.9,1.2,0.5,2.1,2.5,1.7,0.8,0.2,1,1.6,5.8,0.387,0.413,0.34,0.447,0.772,0.485
754,Jamal Sampson\sampsja01,20,LAL,NBA,2003-04,10,2,13,1.1,2.3,1.1,2.3,0,0,0.7,1.2,2.3,2.9,5.2,0.7,0.2,0.4,0.6,1.6,2.9,0.478,0.478,,0.478,0.583,0.513
755,Paul Shirley\shirlpa01,26,CHI,NBA,2003-04,7,0,12.3,1.4,3.3,1.4,3.1,0,0.1,0.1,0.4,1.1,1.1,2.3,0.6,0.1,0.1,1.3,1.3,3,0.435,0.455,0,0.435,0.333,0.432
756,Tamar Slay\slayta01,23,NJN,NBA,2003-04,22,0,7.5,1,2.7,0.8,2.2,0.2,0.5,0.3,0.6,0.5,0.7,1.1,0.6,0.3,0,0.5,0.9,2.4,0.35,0.354,0.333,0.383,0.5,0.401
757,Leon Smith\smithle01,23,SEA,NBA,2003-04,1,0,4,1,2,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,0.5,0.5,,0.5,,0.5
758,Amar'e Stoudemire\stoudam01,21,PHO,NBA,2003-04,55,53,36.8,7.5,15.7,7.5,15.6,0,0.1,5.6,7.9,2.9,6.2,9,1.4,1.2,1.6,3.2,3.4,20.6,0.475,0.477,0.2,0.476,0.713,0.536
759,Cezary Trybański\trybace01,24,TOT,NBA,2003-04,7,0,2.1,0,0.6,0,0.6,0,0,0.1,0.3,0,0.1,0.1,0,0.1,0.1,0.3,0.4,0.1,0,0,,0,0.5,0.102
760,Nikoloz Tskitishvili\tskitni01,20,DEN,NBA,2003-04,39,0,7.9,1,3.1,0.9,2.8,0.1,0.3,0.6,0.7,0.6,1,1.6,0.3,0.2,0.2,0.4,1.3,2.7,0.328,0.333,0.273,0.34,0.793,0.393
761,Dajuan Wagner\wagneda02,20,CLE,NBA,2003-04,44,4,16.1,2.5,7,1.8,5,0.7,2,0.7,1.1,0.2,1.1,1.3,1.2,0.6,0.2,0.9,2,6.5,0.366,0.368,0.36,0.417,0.681,0.439
762,Jiří Welsch\welscji01,24,BOS,NBA,2003-04,81,68,26.9,3.2,7.6,2.4,5.3,0.9,2.2,1.9,2.5,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2,9.2,0.428,0.448,0.381,0.484,0.743,0.531
763,Chris Wilcox\wilcoch01,21,LAC,NBA,2003-04,65,17,20.6,3.5,6.7,3.5,6.7,0,0,1.6,2.3,1.9,2.8,4.7,0.8,0.4,0.3,1.2,2.8,8.6,0.521,0.522,0,0.521,0.7,0.557
764,Mike Wilks\wilksmi01,24,HOU,NBA,2003-04,26,0,5.6,0.7,1.4,0.4,1,0.2,0.4,0.4,0.5,0.1,0.5,0.6,0.7,0.1,0,0.3,0.6,1.9,0.472,0.423,0.6,0.556,0.833,0.606
765,Frank Williams\willifr02,23,NYK,NBA,2003-04,56,3,12.8,1.4,3.7,1.1,2.6,0.3,1.1,0.7,0.9,0.1,0.8,0.9,2.2,0.4,0.1,1.1,1,3.9,0.385,0.419,0.3,0.428,0.854,0.478
766,Qyntel Woods\woodsqy01,22,POR,NBA,2003-04,62,8,10.9,1.4,3.8,1.3,3.4,0.2,0.5,0.6,1,0.7,1.5,2.2,0.7,0.3,0.2,0.8,1.4,3.6,0.371,0.375,0.345,0.392,0.633,0.425
767,Carmelo Anthony\anthoca01,20,DEN,NBA,2004-05,75,75,34.8,7.1,16.4,6.5,14.3,0.6,2.1,6.1,7.6,1.9,3.8,5.7,2.6,0.9,0.4,3,3.1,20.8,0.431,0.455,0.266,0.448,0.796,0.526
