G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1114,1106,35.7,8.5,18.9,.448,1.3,3.7,.348,7.2,15.2,.472,.482,5.4,6.7,.812,1.7,4.8,6.5,2.9,1.0,0.5,2.6,2.9,23.6
