GS_PCT,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,ALL_STAR,ALL_NBA
0.79,27.1,3.3,6.2,3.3,6.2,0.0,0.0,1.4,2.5,3.0,4.8,7.9,0.9,0.6,1.2,1.0,2.6,8.0,.530,.530,.000,.530,.562,1,0
0.49,24.2,4.5,8.5,4.5,8.4,0.0,0.0,2.0,2.9,2.1,4.1,6.2,1.1,0.8,0.9,2.0,3.1,11.0,.528,.529,.143,.528,.691,0,0
0.63,25.5,3.6,8.1,2.8,5.7,0.8,2.4,1.5,2.0,1.1,2.7,3.8,2.8,1.0,0.4,1.7,2.9,9.6,.450,.492,.349,.501,.770,0,0
0.12,19.7,4.0,7.8,3.9,7.5,0.1,0.3,2.2,3.4,1.8,3.6,5.3,0.7,0.7,0.5,1.5,2.7,10.3,.513,.523,.249,.517,.660,1,0
0.11,18.7,3.3,7.3,2.7,5.6,0.6,1.6,1.3,1.8,0.8,1.7,2.4,2.0,1.0,0.2,1.2,2.2,8.4,.448,.480,.339,.487,.739,0,0
0.0,8.0,1.8,4.7,1.6,4.0,0.2,0.7,0.4,0.6,0.4,0.6,1.0,0.5,0.4,0.2,0.8,0.8,4.2,.386,.412,.246,.405,.620,0,0
0.24,17.3,2.2,4.7,2.2,4.7,0.0,0.0,0.9,1.3,1.2,2.4,3.6,0.6,0.5,0.4,1.0,2.0,5.3,.476,.478,.143,.476,.643,0,0
0.14,14.1,1.9,4.2,1.8,4.2,0.0,0.1,1.0,1.4,1.2,2.0,3.2,0.8,0.3,0.4,0.9,2.1,4.7,.437,.439,.286,.439,.711,0,0
0.23,17.0,2.5,5.5,2.5,5.4,0.0,0.1,1.0,1.3,0.9,1.9,2.8,0.9,0.7,0.4,0.9,2.9,6.0,.458,.462,.222,.459,.752,0,0
0.36,25.0,3.1,6.8,2.2,4.5,0.9,2.3,1.8,2.3,0.5,1.5,2.0,4.3,0.7,0.1,1.8,1.5,9.0,.457,.485,.404,.525,.798,0,0
0.99,36.3,6.2,12.9,5.7,11.3,0.5,1.6,3.2,4.2,2.5,5.0,7.5,3.3,0.7,0.4,2.0,2.7,16.2,.484,.505,.332,.505,.766,2,1
0.0,5.0,0.7,1.7,0.6,1.5,0.1,0.2,0.2,0.2,0.3,0.2,0.5,0.5,0.4,0.0,0.3,0.4,1.6,.409,.400,.500,.432,1.000,0,0
0.03,4.3,0.6,1.6,0.6,1.5,0.0,0.0,0.7,1.0,0.4,0.6,1.0,0.3,0.1,0.1,0.4,0.9,1.9,.393,.400,.000,.393,.662,0,0
0.0,5.7,0.8,2.0,0.6,1.2,0.2,0.8,0.4,0.5,0.2,0.3,0.6,0.4,0.2,0.1,0.3,0.9,2.3,.412,.478,.310,.473,.700,0,0
0.64,21.2,3.0,6.4,3.0,6.4,0.0,0.0,1.3,1.7,1.5,3.4,4.9,1.5,0.5,1.0,1.7,3.1,7.2,.462,.463,.000,.462,.760,0,0
0.12,12.0,1.3,3.0,1.3,2.9,0.0,0.1,0.6,0.9,0.4,0.8,1.3,1.1,0.5,0.2,0.7,1.6,3.3,.436,.440,.333,.441,.726,0,0
0.41,20.0,2.8,7.2,2.6,6.7,0.1,0.5,1.0,1.4,0.7,1.2,1.9,1.7,1.4,0.1,1.3,2.3,6.7,.384,.393,.270,.394,.735,0,0
0.05,14.5,2.5,6.2,1.9,4.3,0.6,1.9,1.3,1.6,0.6,0.9,1.5,1.0,0.5,0.1,0.8,1.6,7.0,.404,.430,.344,.456,.838,0,0
0.44,23.4,3.7,8.5,3.1,6.8,0.6,1.7,2.1,2.6,0.7,1.8,2.5,4.9,1.6,0.1,2.0,1.9,10.1,.438,.462,.343,.473,.786,0,0
0.83,30.8,3.5,6.7,3.5,6.7,0.0,0.0,2.8,4.1,3.2,7.1,10.3,1.0,0.4,2.8,1.8,2.8,9.8,.518,.518,.000,.518,.684,8,3
0.04,6.6,0.6,1.5,0.6,1.5,0.0,0.0,0.6,0.8,0.5,1.0,1.4,0.2,0.1,0.1,0.3,1.0,1.8,.397,.403,.000,.397,.743,0,0
0.79,29.4,4.8,9.9,4.7,9.5,0.1,0.5,2.0,3.2,2.4,4.3,6.7,2.8,0.9,0.5,2.2,2.9,11.7,.481,.491,.291,.488,.629,0,0
0.28,20.8,3.2,7.4,2.9,6.7,0.2,0.7,2.4,3.1,0.5,1.5,2.0,4.6,1.1,0.1,2.4,1.9,8.9,.425,.439,.292,.439,.787,0,0
0.2,12.6,2.4,5.6,2.3,5.4,0.1,0.3,0.8,1.0,0.5,1.0,1.4,1.0,0.3,0.1,0.7,0.8,5.5,.421,.429,.242,.426,.746,0,0
0.0,4.4,0.9,2.1,0.9,2.1,0.0,0.0,0.3,0.5,0.4,1.0,1.4,0.2,0.1,0.2,0.3,1.0,2.1,.412,.416,.000,.412,.667,0,0
0.81,28.7,4.2,9.5,3.5,7.6,0.7,1.9,1.9,2.6,0.9,2.3,3.1,2.7,1.3,0.3,1.5,2.4,11.0,.443,.456,.390,.482,.738,0,0
0.0,11.4,1.6,3.7,1.6,3.6,0.0,0.1,1.1,1.5,0.8,1.6,2.4,0.5,0.2,0.2,1.0,2.1,4.2,.430,.435,.143,.432,.717,0,0
0.0,7.0,1.0,2.3,1.0,2.0,0.0,0.3,0.6,0.8,0.6,0.6,1.3,0.4,0.2,0.1,0.4,0.7,2.6,.443,.488,.154,.453,.722,0,0
0.59,19.6,3.5,7.1,3.5,7.1,0.0,0.0,1.5,2.8,1.7,3.5,5.2,0.6,0.4,1.3,1.2,3.5,8.5,.499,.499,.000,.499,.514,0,0
0.4,19.7,3.4,8.1,3.4,8.0,0.0,0.1,1.1,1.4,1.3,2.8,4.2,1.4,0.8,0.5,1.2,3.3,8.0,.425,.430,.083,.426,.773,0,0
0.22,17.1,2.7,6.1,2.5,5.6,0.2,0.6,1.2,1.5,0.5,1.0,1.5,2.2,0.8,0.1,1.2,2.0,6.7,.432,.446,.298,.446,.813,0,0
0.76,30.6,4.9,11.1,3.7,7.7,1.2,3.4,3.3,3.8,1.2,2.1,3.2,3.1,0.8,0.3,1.8,2.4,14.3,.440,.476,.358,.494,.845,1,0
0.27,20.1,2.8,5.6,2.8,5.4,0.0,0.2,1.7,2.3,1.6,2.3,4.0,1.3,0.5,0.4,1.3,2.1,7.4,.509,.518,.205,.512,.753,0,0
0.0,4.1,0.9,2.0,0.9,1.9,0.0,0.1,0.2,0.4,0.5,0.5,1.0,0.2,0.1,0.1,0.5,0.6,2.0,.465,.488,.000,.465,.500,0,0
0.16,18.7,2.3,5.4,2.3,5.3,0.0,0.1,2.1,2.6,1.7,3.1,4.9,0.6,0.4,0.2,0.9,1.6,6.8,.430,.436,.180,.432,.786,0,0
0.0,11.9,1.8,5.6,1.7,4.5,0.2,1.2,0.8,1.1,0.7,0.5,1.2,1.1,0.7,0.1,1.3,1.2,4.6,.329,.379,.133,.342,.714,0,0
0.0,9.7,0.9,2.5,0.8,2.3,0.1,0.2,0.8,1.1,0.3,1.0,1.3,2.1,0.7,0.0,0.6,1.3,2.8,.383,.372,.500,.404,.800,0,0
0.0,9.2,1.2,2.7,1.2,2.7,0.0,0.1,0.8,1.4,0.7,1.8,2.5,0.2,0.2,0.3,0.6,1.5,3.3,.442,.451,.000,.442,.615,0,0
0.0,3.1,0.4,1.3,0.4,1.2,0.1,0.1,0.6,1.0,0.4,0.7,1.1,0.2,0.1,0.1,0.3,0.9,1.6,.343,.303,1.000,.371,.593,0,0
0.44,19.1,2.3,5.7,2.3,5.7,0.0,0.0,0.9,1.4,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6,.403,.404,.000,.403,.686,0,0
0.04,16.9,1.9,4.5,1.1,2.4,0.8,2.0,1.1,1.2,0.4,1.5,1.8,2.2,0.9,0.1,1.0,1.2,5.7,.434,.470,.392,.524,.848,0,0
0.05,12.4,1.5,3.5,1.1,2.4,0.4,1.1,0.3,0.4,0.2,0.8,1.0,2.0,0.5,0.0,0.6,1.3,3.5,.412,.446,.335,.464,.732,0,0
0.27,15.9,2.2,5.3,1.9,4.4,0.3,0.9,1.1,1.5,0.5,1.4,1.9,1.2,0.6,0.2,1.0,2.4,5.7,.409,.431,.299,.434,.767,0,0
0.86,31.5,3.9,9.2,2.9,6.4,1.0,2.7,2.4,3.0,1.0,3.1,4.1,3.6,1.9,0.5,2.1,2.5,11.2,.426,.456,.354,.479,.821,0,0
0.02,8.9,0.9,2.3,0.8,1.8,0.1,0.4,0.4,0.6,0.2,0.5,0.7,2.0,0.2,0.0,1.0,0.9,2.3,.402,.444,.216,.422,.720,0,0
0.01,7.8,1.1,2.6,1.1,2.5,0.0,0.0,0.5,0.8,0.7,0.8,1.5,0.3,0.2,0.2,0.5,1.1,2.8,.433,.430,.667,.437,.633,0,0
0.01,12.1,1.3,3.0,1.0,2.3,0.3,0.8,1.1,1.3,0.3,0.8,1.1,2.1,0.4,0.0,0.9,1.3,4.0,.431,.448,.384,.481,.837,0,0
0.14,17.7,2.8,6.9,2.0,4.5,0.8,2.4,0.8,1.0,0.9,1.3,2.2,1.6,0.5,0.3,1.1,1.5,7.1,.403,.450,.316,.458,.743,0,0
0.22,22.1,3.1,6.7,2.0,4.3,1.1,2.4,0.9,1.1,0.3,1.2,1.5,1.7,0.4,0.1,0.9,1.5,8.2,.458,.468,.441,.537,.837,0,0
0.41,25.3,4.2,10.4,3.0,7.0,1.2,3.4,2.6,3.6,1.2,2.2,3.4,1.5,1.1,0.6,1.5,2.8,12.3,.406,.435,.345,.462,.739,0,0
0.58,28.2,4.6,10.3,4.3,9.0,0.4,1.3,2.2,3.0,2.1,4.3,6.5,1.6,0.7,0.8,1.6,3.1,11.9,.452,.473,.302,.471,.730,0,0
0.02,9.4,1.2,2.8,1.2,2.8,0.0,0.0,0.6,1.0,1.0,1.5,2.4,0.3,0.3,0.4,0.4,1.2,3.0,.433,.433,0,.433,.613,0,0
0.0,11.5,1.5,3.6,1.3,2.9,0.2,0.6,0.4,0.7,0.2,0.8,1.1,0.9,0.4,0.3,0.9,1.7,3.6,.416,.432,.344,.447,.556,0,0
0.39,22.1,3.7,7.4,3.7,7.3,0.0,0.1,1.7,2.4,2.1,3.6,5.7,0.7,0.6,0.6,1.3,3.0,9.2,.499,.504,.232,.501,.728,0,0
0.03,8.0,1.0,2.3,1.0,2.1,0.0,0.2,0.9,1.4,0.2,0.3,0.5,1.2,0.3,0.0,0.5,0.8,2.9,.420,.448,.077,.423,.665,0,0
0.8,30.9,5.1,11.3,4.8,10.3,0.3,1.0,2.5,3.4,2.1,5.2,7.3,2.8,1.4,0.6,2.3,2.5,13.0,.451,.467,.284,.463,.757,1,0
0.08,5.4,0.5,1.4,0.5,1.4,0.0,0.0,0.4,0.7,0.6,0.9,1.5,0.3,0.2,0.2,0.4,1.1,1.5,.402,.402,0,.402,.609,0,0
0.0,10.5,1.1,3.9,0.9,3.1,0.2,0.9,2.4,2.7,0.2,0.6,0.8,0.6,0.4,0.0,0.7,1.1,4.9,.291,.302,.250,.318,.868,0,0
0.43,24.5,2.5,6.0,1.8,3.9,0.7,2.1,1.2,1.6,1.5,3.3,4.8,2.1,1.0,0.9,1.2,2.4,7.0,.425,.469,.341,.484,.726,0,0
0.05,12.5,1.4,3.1,1.4,3.0,0.0,0.2,1.0,1.5,1.1,1.9,3.0,0.5,0.5,0.4,0.8,2.5,3.9,.456,.468,.256,.464,.676,0,0
0.0,6.5,1.0,2.0,1.0,2.0,0.0,0.0,0.9,1.4,0.6,0.9,1.4,0.2,0.3,0.2,0.5,1.2,2.8,.481,.481,0,.481,.631,0,0
0.73,32.8,5.4,12.7,4.4,10.0,1.0,2.7,2.5,3.0,1.3,3.3,4.7,3.2,0.8,0.2,2.5,2.2,14.3,.428,.445,.365,.467,.825,0,0
0.16,18.0,2.2,4.9,1.3,2.7,0.8,2.2,1.5,1.8,0.3,1.2,1.5,3.7,1.0,0.0,1.2,1.3,6.6,.436,.488,.374,.520,.852,0,0
0.0,8.1,1.3,3.4,1.2,3.2,0.1,0.3,0.9,1.4,0.5,0.6,1.1,0.3,0.2,0.0,0.6,0.5,3.5,.365,.378,.200,.372,.663,0,0
0.16,16.7,1.8,3.6,1.8,3.6,0.0,0.0,1.4,2.0,1.6,2.5,4.1,0.7,0.5,0.3,0.9,1.8,5.0,.502,.505,.071,.502,.714,0,0
0.8,29.7,4.6,9.7,4.5,9.3,0.1,0.4,3.4,4.2,1.9,4.8,6.7,2.6,1.1,0.8,2.2,3.2,12.8,.480,.490,.261,.486,.820,1,0
0.35,20.9,4.1,9.1,4.0,8.5,0.2,0.6,2.5,3.3,1.1,2.7,3.8,1.3,0.4,0.2,1.2,1.9,10.9,.455,.467,.284,.465,.765,0,0
0.0,6.7,0.6,2.4,0.6,2.3,0.0,0.1,0.7,1.1,0.6,0.5,1.1,0.4,0.2,0.1,0.6,0.6,1.9,.257,.265,.000,.257,.594,0,0
0.05,11.7,1.9,3.4,1.9,3.4,0.0,0.0,1.2,1.7,1.4,2.3,3.7,0.2,0.3,0.5,0.8,1.9,4.9,.542,.547,.000,.542,.685,0,0
0.3,20.8,1.9,4.6,1.2,2.6,0.8,2.0,0.5,0.8,0.3,1.0,1.3,3.6,0.7,0.1,1.2,1.7,5.1,.415,.446,.377,.498,.659,0,0
0.4,23.0,3.1,5.8,3.1,5.7,0.0,0.1,1.1,1.7,1.9,4.0,5.9,2.2,0.9,1.5,1.9,3.0,7.4,.534,.541,.116,.535,.639,0,0
0.23,18.7,3.5,7.5,3.3,7.2,0.1,0.4,2.0,2.5,1.0,1.2,2.2,1.2,0.4,0.1,1.4,1.9,9.0,.460,.468,.311,.468,.785,0,0
0.82,31.0,6.1,11.6,6.1,11.5,0.0,0.1,4.8,7.0,2.6,5.9,8.5,1.1,0.5,2.8,2.6,3.4,17.1,.527,.530,.247,.529,.692,7,2
0.12,18.4,3.3,7.7,2.2,4.7,1.1,2.9,1.3,1.5,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9.0,.430,.457,.388,.504,.829,0,0
0.99,34.7,9.4,16.1,9.4,16.1,0.0,0.0,4.9,9.3,3.5,7.4,10.9,2.5,0.6,2.3,2.7,3.4,23.7,.582,.583,.045,.582,.527,15,14
0.18,11.0,1.7,4.3,1.5,3.6,0.2,0.6,0.6,0.7,0.2,0.8,1.0,0.7,0.3,0.0,0.4,0.8,4.2,.407,.418,.340,.432,.772,0,0
0.12,14.6,1.8,4.3,1.5,3.6,0.2,0.7,0.8,0.9,0.3,1.0,1.3,2.1,0.4,0.0,0.9,1.2,4.5,.412,.430,.319,.438,.816,0,0
0.36,24.7,3.7,8.8,2.6,5.8,1.1,3.0,1.1,1.3,0.7,1.9,2.6,2.4,0.9,0.2,1.2,2.0,9.7,.427,.449,.384,.492,.799,0,0
0.24,17.3,2.5,5.4,2.2,4.7,0.3,0.7,1.1,1.4,0.3,1.0,1.4,3.1,1.0,0.0,1.4,1.3,6.3,.459,.474,.359,.483,.783,0,0
0.19,16.8,2.0,4.6,1.1,2.3,0.9,2.2,1.2,1.4,0.4,1.2,1.6,3.0,0.7,0.0,1.5,1.8,5.9,.426,.464,.387,.521,.824,0,0
0.31,18.1,2.3,5.0,2.3,4.9,0.0,0.0,1.7,2.4,1.3,2.6,3.8,0.8,0.3,0.7,1.1,2.2,6.2,.459,.461,.091,.459,.699,0,0
0.51,23.8,3.8,8.9,3.5,7.8,0.3,1.1,2.2,2.7,1.0,2.2,3.2,1.7,1.1,0.3,1.4,2.2,10.1,.426,.445,.292,.444,.809,0,0
0.17,17.7,1.9,4.4,1.6,3.6,0.3,0.7,1.0,1.4,0.3,1.0,1.3,2.8,0.5,0.3,1.0,1.5,5.1,.435,.449,.366,.466,.713,0,0
0.14,5.8,0.6,1.5,0.6,1.5,0.0,0.0,0.3,0.8,0.8,1.0,1.8,0.1,0.2,0.1,0.2,1.0,1.5,.394,.398,.000,.394,.404,0,0
0.04,16.1,2.6,5.9,2.6,5.8,0.0,0.0,2.0,2.7,1.4,1.8,3.2,1.0,0.8,0.3,1.0,2.2,7.2,.445,.448,.000,.445,.733,0,0
0.48,16.8,2.5,4.8,2.5,4.8,0.0,0.0,0.9,1.6,0.8,2.7,3.5,0.7,0.3,1.1,1.6,2.1,5.9,.516,.518,.000,.516,.580,0,0
0.95,38.6,6.7,15.7,5.4,12.1,1.2,3.6,3.8,4.7,0.8,3.2,4.1,4.0,1.4,0.4,2.7,1.8,18.3,.425,.451,.337,.464,.804,4,1
0.69,28.0,3.4,8.1,2.9,6.5,0.5,1.6,2.7,3.2,1.0,2.4,3.4,2.0,1.0,0.2,1.3,1.9,10.1,.424,.447,.329,.456,.841,0,0
0.67,30.3,4.4,9.3,4.4,9.3,0.0,0.1,2.6,3.6,2.3,5.2,7.5,1.5,1.0,0.9,1.6,2.2,11.5,.471,.473,.196,.472,.743,0,0
0.0,7.4,0.9,2.5,0.9,2.4,0.0,0.1,0.5,0.6,0.5,0.4,0.9,0.7,0.2,0.1,0.3,0.8,2.4,.367,.372,.250,.372,.826,0,0
0.66,21.9,1.3,2.8,1.3,2.8,0.0,0.0,0.3,0.8,2.7,3.6,6.3,1.0,0.5,1.4,0.9,2.9,3.0,.469,.470,.000,.469,.377,0,0
0.58,26.6,4.2,9.9,2.8,6.3,1.4,3.6,2.1,2.8,1.1,2.9,3.9,2.3,0.9,0.6,1.9,2.9,11.8,.425,.451,.379,.494,.743,0,0
0.13,15.6,2.3,5.0,2.3,5.0,0.0,0.0,1.2,2.0,1.5,1.9,3.4,1.0,0.5,0.1,1.1,1.5,5.7,.456,.459,.000,.456,.567,0,0
0.03,7.2,0.8,2.2,0.4,1.0,0.4,1.2,0.5,0.7,0.2,0.4,0.6,1.7,0.6,0.0,0.7,1.1,2.4,.340,.384,.305,.425,.683,0,0
0.76,32.5,5.9,12.2,5.9,12.0,0.0,0.2,3.1,4.8,2.9,4.6,7.4,1.9,0.7,1.0,2.2,3.2,15.0,.485,.490,.215,.487,.638,4,2
0.12,15.4,1.5,3.2,1.5,3.1,0.0,0.0,0.6,1.0,1.7,2.5,4.2,0.7,0.5,0.4,0.8,2.1,3.6,.471,.475,.115,.471,.587,0,0
0.58,23.5,3.3,7.1,3.3,7.1,0.0,0.0,1.6,2.2,2.1,4.2,6.3,0.7,0.6,2.5,1.3,3.1,8.1,.457,.459,.103,.457,.716,0,0
0.91,31.1,3.5,7.7,3.5,7.6,0.0,0.1,2.0,2.5,2.8,5.0,7.7,1.5,0.8,1.0,1.2,3.0,9.1,.460,.463,.136,.461,.794,0,0
0.32,19.8,2.5,6.1,1.7,3.7,0.9,2.4,1.0,1.3,1.0,2.4,3.5,1.4,0.9,0.5,0.9,2.3,6.9,.418,.448,.373,.491,.723,0,0
0.09,15.1,2.0,4.5,1.7,3.6,0.3,0.9,1.0,1.6,0.7,1.3,2.0,0.9,0.6,0.1,1.0,1.6,5.2,.438,.471,.304,.468,.623,0,0
0.69,30.0,5.7,12.6,5.1,10.6,0.7,2.0,3.6,4.2,0.6,2.6,3.2,6.0,1.1,0.2,2.4,2.8,15.7,.454,.477,.331,.480,.861,1,1
0.6,26.7,4.1,8.8,3.8,7.9,0.2,0.8,1.1,1.6,0.9,2.3,3.2,1.7,0.8,0.2,1.2,2.5,9.5,.466,.483,.298,.480,.691,0,0
0.0,6.2,0.8,2.1,0.6,1.5,0.2,0.6,0.3,0.4,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.6,2.1,.369,.364,.382,.422,.708,0,0
0.58,28.9,3.5,7.9,3.5,7.9,0.0,0.0,3.0,4.1,2.6,4.9,7.5,1.1,0.5,1.0,1.5,2.8,10.0,.448,.449,.087,.448,.727,1,0
0.0,5.0,1.2,2.5,0.8,1.8,0.3,0.7,0.2,0.2,0.3,0.5,0.8,0.2,0.0,0.0,0.5,0.7,2.8,.467,.455,.500,.533,1.000,0,0
0.16,18.2,2.7,6.5,1.9,4.4,0.8,2.2,1.8,2.4,0.4,1.1,1.5,2.6,0.5,0.1,1.5,2.1,8.0,.411,.427,.378,.473,.779,0,0
0.46,21.8,4.3,8.4,4.2,8.2,0.0,0.1,2.0,3.0,1.6,1.9,3.4,1.1,1.3,0.5,1.5,2.2,10.6,.509,.514,.231,.511,.694,0,0
0.05,14.5,1.9,4.1,1.8,3.7,0.1,0.4,1.1,1.7,0.7,1.0,1.7,0.9,0.6,0.5,0.8,1.9,5.0,.469,.500,.192,.479,.667,0,0
0.09,13.0,1.9,4.6,1.9,4.6,0.0,0.0,1.3,2.0,1.0,1.7,2.7,0.3,0.3,0.7,0.9,1.8,5.1,.403,.407,.000,.403,.667,0,0
0.0,9.9,0.8,2.2,0.8,2.1,0.0,0.1,0.7,1.0,0.7,1.1,1.8,0.7,0.2,0.3,0.7,1.1,2.4,.378,.390,.000,.378,.709,0,0
0.18,13.3,2.2,4.1,2.1,3.9,0.0,0.1,1.5,2.3,1.2,0.8,2.0,0.6,1.1,0.1,0.8,1.7,5.8,.527,.545,.048,.528,.653,0,0
0.0,10.4,1.5,4.7,1.4,3.8,0.1,0.9,0.2,0.4,0.7,1.1,1.8,0.9,0.3,0.0,0.8,0.6,3.2,.308,.357,.100,.317,.500,0,0
0.09,12.2,1.6,3.9,1.4,3.1,0.2,0.8,1.1,1.4,0.3,0.8,1.1,1.0,0.6,0.1,0.9,1.0,4.5,.407,.438,.290,.437,.775,0,0
0.0,9.1,1.0,3.0,1.0,2.9,0.0,0.2,0.7,1.1,1.2,1.6,2.8,0.5,0.4,0.1,0.8,1.6,2.7,.328,.349,.000,.328,.640,0,0
0.0,3.4,0.5,1.3,0.5,1.3,0.0,0.0,0.8,1.1,0.4,0.5,0.9,0.3,0.0,0.0,0.3,0.5,1.8,.400,.400,0,.400,.667,0,0
0.79,33.7,5.7,12.4,5.0,10.1,0.7,2.3,3.1,4.0,1.4,3.1,4.5,5.0,1.6,0.4,2.5,2.2,15.2,.458,.489,.316,.486,.774,4,3
0.18,19.6,2.7,6.4,2.2,5.0,0.5,1.4,1.2,1.6,0.7,1.6,2.3,1.4,0.7,0.1,0.7,1.3,7.2,.426,.448,.348,.465,.790,0,0
0.17,10.4,1.2,3.0,1.2,3.0,0.0,0.0,0.5,1.0,0.8,1.5,2.3,0.3,0.3,0.7,0.6,1.4,3.0,.407,.407,.333,.408,.511,0,0
0.87,33.7,6.4,14.3,4.8,10.5,1.6,3.9,3.1,3.6,0.4,2.5,2.9,2.4,0.7,0.2,2.1,2.5,17.3,.444,.460,.402,.498,.863,2,0
0.47,24.8,3.2,8.2,2.0,5.0,1.1,3.2,1.0,1.3,0.5,1.7,2.2,2.7,1.2,0.2,1.2,2.0,8.5,.388,.405,.360,.458,.746,0,0
0.23,15.5,1.3,3.8,1.1,2.9,0.2,0.9,0.9,1.2,0.2,0.9,1.1,3.3,0.4,0.0,1.4,1.3,3.8,.353,.377,.272,.384,.769,0,0
0.53,20.1,1.6,3.3,1.6,3.2,0.0,0.0,0.8,1.3,2.0,4.1,6.1,0.5,0.6,1.3,0.9,2.9,4.1,.505,.507,.200,.506,.605,0,0
0.57,23.5,2.9,6.6,2.9,6.4,0.0,0.2,1.0,1.4,3.0,4.4,7.4,1.3,0.6,0.3,1.1,2.8,7.0,.447,.451,.281,.450,.751,0,0
0.31,26.3,4.3,9.6,3.4,7.0,0.9,2.6,2.1,2.9,1.2,3.0,4.2,3.7,1.0,0.3,1.8,1.7,11.6,.447,.488,.335,.492,.729,0,0
0.54,22.8,2.7,6.0,2.5,5.4,0.2,0.6,1.0,1.6,1.9,3.1,5.0,1.4,1.1,0.3,1.1,2.2,6.6,.446,.462,.306,.462,.652,0,0
0.0,8.8,0.5,1.5,0.3,0.8,0.3,0.7,0.3,0.4,0.1,0.5,0.5,1.4,0.5,0.0,0.6,0.8,1.7,.366,.359,.375,.451,.762,0,0
0.02,10.2,0.8,1.7,0.8,1.7,0.0,0.0,0.6,0.9,0.7,1.5,2.2,0.3,0.1,0.6,0.5,2.0,2.1,.441,.441,0,.441,.608,0,0
0.96,37.3,7.0,16.7,5.7,13.1,1.3,3.6,3.8,5.0,1.1,4.2,5.4,4.0,1.0,0.2,2.6,2.5,19.1,.418,.439,.345,.456,.766,1,1
0.0,7.3,0.7,2.3,0.6,1.7,0.2,0.7,0.3,0.7,0.4,0.5,0.9,0.5,0.4,0.3,0.5,0.9,1.9,.312,.348,.222,.344,.444,0,0
0.58,30.4,4.2,9.8,3.4,7.6,0.8,2.2,2.0,2.4,1.4,3.6,4.9,1.9,0.7,0.4,1.3,2.7,11.2,.432,.455,.351,.471,.817,0,0
0.67,21.9,4.1,7.2,4.1,7.2,0.0,0.0,1.6,2.5,2.1,4.2,6.4,0.5,0.6,1.5,1.5,3.1,9.8,.573,.574,.000,.573,.644,0,0
0.39,22.7,2.2,3.9,2.2,3.8,0.0,0.0,1.0,2.0,1.8,3.0,4.9,1.6,0.9,1.3,1.2,2.4,5.4,.567,.573,.079,.568,.521,0,0
0.28,10.4,1.2,2.2,1.2,2.2,0.0,0.0,0.4,0.7,0.8,1.8,2.6,0.4,0.3,0.4,0.6,2.2,2.9,.556,.560,.000,.556,.531,0,0
0.77,32.6,6.8,13.6,6.8,13.6,0.0,0.0,3.1,4.3,2.2,6.2,8.4,1.6,0.9,1.3,2.2,3.3,16.7,.497,.497,.000,.497,.735,0,0
0.75,31.7,6.4,14.4,5.2,11.0,1.2,3.4,2.8,3.4,1.2,2.6,3.8,2.7,0.7,0.2,2.5,2.4,16.7,.443,.471,.352,.484,.812,0,0
0.22,9.9,1.2,2.6,1.2,2.5,0.0,0.0,0.7,1.1,1.0,1.6,2.6,0.3,0.3,0.7,0.7,1.6,3.1,.456,.460,.000,.456,.704,0,0
0.13,18.2,2.8,7.0,1.7,4.0,1.0,3.0,1.0,1.5,0.5,1.2,1.7,1.9,0.5,0.2,1.3,1.7,7.6,.394,.430,.348,.470,.666,0,0
0.4,25.3,4.2,9.2,3.4,6.9,0.8,2.3,1.8,2.6,1.5,3.0,4.5,2.0,1.0,0.5,1.9,3.1,10.9,.451,.486,.347,.494,.690,0,0
0.47,23.5,2.7,6.3,1.9,4.1,0.8,2.2,1.7,2.3,0.9,2.6,3.5,1.3,1.0,0.2,1.0,2.4,7.9,.431,.465,.369,.496,.750,0,0
0.05,11.6,1.6,4.1,0.9,2.2,0.7,1.9,0.6,0.8,0.1,0.8,0.9,1.7,0.5,0.1,1.1,1.9,4.5,.396,.426,.361,.480,.743,0,0
0.04,7.8,0.7,1.7,0.7,1.7,0.0,0.0,0.4,0.7,0.5,0.8,1.3,0.1,0.1,0.2,0.4,1.3,1.8,.429,.433,.000,.429,.556,0,0
0.02,7.0,1.2,2.7,1.2,2.6,0.0,0.1,0.9,1.5,0.6,0.6,1.2,0.4,0.4,0.1,0.6,0.9,3.4,.453,.462,.250,.458,.600,0,0
0.76,32.9,5.3,13.0,3.5,8.2,1.7,4.9,2.1,2.7,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4,.405,.433,.357,.471,.794,1,0
0.2,13.7,1.7,3.9,1.1,2.3,0.6,1.5,0.6,0.8,0.2,1.0,1.2,1.7,0.4,0.1,0.9,1.3,4.6,.441,.495,.361,.514,.809,0,0
1.0,37.1,8.7,18.1,8.3,17.0,0.3,1.1,3.0,4.7,2.7,7.0,9.8,4.2,1.4,1.4,2.8,3.2,20.7,.479,.490,.299,.487,.649,5,5
0.84,31.9,4.5,10.6,3.3,7.3,1.2,3.2,2.3,3.0,0.6,2.0,2.5,4.4,1.3,0.2,1.9,2.4,12.5,.424,.448,.368,.480,.786,0,0
